,Source,Target,Weight
2208,s-49,u-29,1
2209,s-49,u-32,2
2210,s-49,u-42,1
2211,s-49,u-43,1
2212,s-49,u-47,1
2213,s-49,u-57,2
2214,s-49,u-58,1
2215,s-49,u-59,1
2216,s-49,u-63,3
2217,s-49,u-66,1
2218,s-49,u-68,2
2219,s-49,u-7,1
2220,s-49,u-70,2
2221,s-49,u-71,1
2222,s-49,u-74,1
2223,s-5,u-1,2
2224,s-5,u-10,3
2225,s-5,u-12,1
2226,s-5,u-13,2
2227,s-5,u-14,8
2228,s-5,u-15,6
2229,s-5,u-2,6
2230,s-5,u-20,8
2231,s-5,u-21,1
2232,s-5,u-22,3
2233,s-5,u-23,2
2234,s-5,u-29,2
2235,s-5,u-30,4
2236,s-5,u-31,1
2237,s-5,u-35,4
2238,s-5,u-36,3
2239,s-5,u-37,1
2240,s-5,u-39,2
2241,s-5,u-4,3
2242,s-5,u-46,2
2243,s-5,u-47,1
2244,s-5,u-48,1
2245,s-5,u-49,1
2246,s-5,u-53,2
2247,s-5,u-54,1
2248,s-5,u-57,17
2249,s-5,u-58,3
2250,s-5,u-59,6
2251,s-5,u-62,2
2252,s-5,u-64,2
2253,s-5,u-66,1
2254,s-5,u-67,1
2255,s-5,u-7,1
2256,s-5,u-70,7
2257,s-5,u-74,1
2258,s-5,u-77,4
2259,s-5,u-79,4
2260,s-5,u-80,2
2261,s-5,u-81,1
2262,s-50,u-0,2
2263,s-50,u-1,2
2264,s-50,u-13,3
2265,s-50,u-14,7
2266,s-50,u-15,1
2267,s-50,u-17,3
2268,s-50,u-18,3
2269,s-50,u-19,1
2270,s-50,u-2,10
2271,s-50,u-20,6
2272,s-50,u-22,4
2273,s-50,u-23,3
2274,s-50,u-25,1
2275,s-50,u-26,2
2276,s-50,u-28,1
2277,s-50,u-29,2
2278,s-50,u-30,5
2279,s-50,u-31,5
2280,s-50,u-32,2
2281,s-50,u-33,2
2282,s-50,u-35,4
2283,s-50,u-36,1
2284,s-50,u-38,1
2285,s-50,u-40,2
2286,s-50,u-42,1
2287,s-50,u-44,2
2288,s-50,u-45,1
2289,s-50,u-46,1
2290,s-50,u-47,1
2291,s-50,u-48,1
2292,s-50,u-49,1
2293,s-50,u-5,3
2294,s-50,u-51,1
2295,s-50,u-52,1
2296,s-50,u-53,6
2297,s-50,u-54,2
2298,s-50,u-55,3
2299,s-50,u-56,2
2300,s-50,u-57,11
2301,s-50,u-58,2
2302,s-50,u-59,2
2303,s-50,u-6,1
2304,s-50,u-60,1
2305,s-50,u-62,1
2306,s-50,u-63,5
2307,s-50,u-64,1
2308,s-50,u-65,3
2309,s-50,u-66,3
2310,s-50,u-67,1
2311,s-50,u-68,3
2312,s-50,u-70,5
2313,s-50,u-71,1
2314,s-50,u-72,2
2315,s-50,u-74,1
2316,s-50,u-75,3
2317,s-50,u-77,4
2318,s-50,u-78,4
2319,s-50,u-79,2
2320,s-50,u-80,1
2321,s-50,u-81,1
2322,s-50,u-83,1
2323,s-50,u-84,1
2324,s-50,u-9,3
2325,s-51,u-0,1
2326,s-51,u-1,1
2327,s-51,u-10,1
2328,s-51,u-12,2
2329,s-51,u-14,1
2330,s-51,u-15,2
2331,s-51,u-17,1
2332,s-51,u-18,2
2333,s-51,u-20,2
2334,s-51,u-23,2
2335,s-51,u-26,1
2336,s-51,u-28,1
2337,s-51,u-30,1
2338,s-51,u-32,1
2339,s-51,u-35,4
2340,s-51,u-37,1
2341,s-51,u-39,1
2342,s-51,u-43,1
2343,s-51,u-49,1
2344,s-51,u-5,1
2345,s-51,u-52,1
2346,s-51,u-53,1
2347,s-51,u-54,1
2348,s-51,u-57,5
2349,s-51,u-58,1
2350,s-51,u-59,2
2351,s-51,u-61,1
2352,s-51,u-62,1
2353,s-51,u-63,1
2354,s-51,u-65,1
2355,s-51,u-67,1
2356,s-51,u-68,1
2357,s-51,u-70,3
2358,s-51,u-74,1
2359,s-51,u-77,3
2360,s-51,u-78,1
2361,s-51,u-82,1
2362,s-51,u-9,1
2363,s-52,u-0,2
2364,s-52,u-1,3
2365,s-52,u-11,1
2366,s-52,u-13,1
2367,s-52,u-14,3
2368,s-52,u-16,1
2369,s-52,u-17,1
2370,s-52,u-18,6
2371,s-52,u-2,6
2372,s-52,u-20,5
2373,s-52,u-21,2
2374,s-52,u-22,4
2375,s-52,u-23,3
2376,s-52,u-25,1
2377,s-52,u-26,1
2378,s-52,u-28,7
2379,s-52,u-29,3
2380,s-52,u-3,1
2381,s-52,u-30,5
2382,s-52,u-31,2
2383,s-52,u-32,1
2384,s-52,u-33,2
2385,s-52,u-34,2
2386,s-52,u-35,4
2387,s-52,u-36,1
2388,s-52,u-37,2
2389,s-52,u-40,2
2390,s-52,u-43,1
2391,s-52,u-45,1
2392,s-52,u-47,2
2393,s-52,u-48,1
2394,s-52,u-49,1
2395,s-52,u-5,2
2396,s-52,u-52,1
2397,s-52,u-53,2
2398,s-52,u-55,1
2399,s-52,u-56,1
2400,s-52,u-57,17
2401,s-52,u-58,1
2402,s-52,u-59,6
2403,s-52,u-6,1
2404,s-52,u-62,2
2405,s-52,u-63,1
2406,s-52,u-64,1
2407,s-52,u-65,1
2408,s-52,u-67,7
2409,s-52,u-68,2
2410,s-52,u-69,1
2411,s-52,u-7,2
2412,s-52,u-70,8
2413,s-52,u-71,2
2414,s-52,u-72,4
2415,s-52,u-73,2
2416,s-52,u-74,3
2417,s-52,u-75,1
2418,s-52,u-77,2
2419,s-52,u-78,2
2420,s-52,u-8,2
2421,s-52,u-80,1
2422,s-52,u-81,1
2423,s-52,u-83,2
2424,s-53,User No Cluster,1
2425,s-53,u-0,5
2426,s-53,u-1,1
2427,s-53,u-10,1
2428,s-53,u-13,5
2429,s-53,u-14,7
2430,s-53,u-15,2
2431,s-53,u-16,1
2432,s-53,u-17,1
2433,s-53,u-18,3
2434,s-53,u-19,1
2435,s-53,u-2,11
2436,s-53,u-20,6
2437,s-53,u-21,1
2438,s-53,u-22,2
2439,s-53,u-23,3
2440,s-53,u-24,1
2441,s-53,u-25,1
2442,s-53,u-26,6
2443,s-53,u-28,3
2444,s-53,u-29,5
2445,s-53,u-30,10
2446,s-53,u-31,4
2447,s-53,u-32,2
2448,s-53,u-34,1
2449,s-53,u-35,13
2450,s-53,u-36,3
2451,s-53,u-38,4
2452,s-53,u-39,1
2453,s-53,u-4,1
2454,s-53,u-40,2
2455,s-53,u-43,1
2456,s-53,u-44,1
2457,s-53,u-46,2
2458,s-53,u-47,2
2459,s-53,u-48,2
2460,s-53,u-53,7
2461,s-53,u-56,3
2462,s-53,u-57,24
2463,s-53,u-58,5
2464,s-53,u-59,4
2465,s-53,u-6,1
2466,s-53,u-60,1
2467,s-53,u-62,2
2468,s-53,u-63,2
2469,s-53,u-64,4
2470,s-53,u-65,2
2471,s-53,u-66,4
2472,s-53,u-67,4
2473,s-53,u-68,2
2474,s-53,u-69,1
2475,s-53,u-7,3
2476,s-53,u-70,13
2477,s-53,u-71,1
2478,s-53,u-72,5
2479,s-53,u-73,1
2480,s-53,u-75,2
2481,s-53,u-76,1
2482,s-53,u-77,9
2483,s-53,u-78,7
2484,s-53,u-79,1
2485,s-53,u-80,3
2486,s-53,u-81,2
2487,s-53,u-82,1
2488,s-53,u-83,3
2489,s-53,u-84,1
2490,s-53,u-9,1
2491,s-54,User No Cluster,4
2492,s-54,u-0,12
2493,s-54,u-1,8
2494,s-54,u-10,11
2495,s-54,u-11,2
2496,s-54,u-12,7
2497,s-54,u-13,7
2498,s-54,u-14,15
2499,s-54,u-15,12
2500,s-54,u-16,3
2501,s-54,u-17,3
2502,s-54,u-18,13
2503,s-54,u-19,4
2504,s-54,u-2,28
2505,s-54,u-20,24
2506,s-54,u-21,2
2507,s-54,u-22,11
2508,s-54,u-23,14
2509,s-54,u-24,2
2510,s-54,u-25,2
2511,s-54,u-26,8
2512,s-54,u-27,2
2513,s-54,u-28,13
2514,s-54,u-29,4
2515,s-54,u-3,4
2516,s-54,u-30,21
2517,s-54,u-31,16
2518,s-54,u-32,5
2519,s-54,u-33,3
2520,s-54,u-34,1
2521,s-54,u-35,24
2522,s-54,u-36,3
2523,s-54,u-37,2
2524,s-54,u-38,1
2525,s-54,u-39,1
2526,s-54,u-4,4
2527,s-54,u-40,6
2528,s-54,u-41,1
2529,s-54,u-42,1
2530,s-54,u-44,3
2531,s-54,u-45,3
2532,s-54,u-46,7
2533,s-54,u-47,2
2534,s-54,u-48,8
2535,s-54,u-49,2
2536,s-54,u-5,1
2537,s-54,u-51,1
2538,s-54,u-52,1
2539,s-54,u-53,22
2540,s-54,u-54,4
2541,s-54,u-55,5
2542,s-54,u-56,7
2543,s-54,u-57,61
2544,s-54,u-58,10
2545,s-54,u-59,13
2546,s-54,u-6,1
2547,s-54,u-61,5
2548,s-54,u-62,5
2549,s-54,u-63,14
2550,s-54,u-64,8
2551,s-54,u-65,6
2552,s-54,u-66,6
2553,s-54,u-67,9
2554,s-54,u-68,13
2555,s-54,u-69,5
2556,s-54,u-7,1
2557,s-54,u-70,28
2558,s-54,u-71,7
2559,s-54,u-72,10
2560,s-54,u-73,1
2561,s-54,u-74,7
2562,s-54,u-75,4
2563,s-54,u-76,1
2564,s-54,u-77,11
2565,s-54,u-78,13
2566,s-54,u-79,6
2567,s-54,u-8,2
2568,s-54,u-80,9
2569,s-54,u-81,9
2570,s-54,u-82,6
2571,s-54,u-83,1
2572,s-54,u-84,1
2573,s-54,u-9,5
2574,s-55,User No Cluster,2
2575,s-55,u-0,6
2576,s-55,u-1,1
2577,s-55,u-10,3
2578,s-55,u-12,5
2579,s-55,u-13,3
2580,s-55,u-14,5
2581,s-55,u-15,4
2582,s-55,u-16,3
2583,s-55,u-17,2
2584,s-55,u-18,5
2585,s-55,u-2,8
2586,s-55,u-20,9
2587,s-55,u-21,3
2588,s-55,u-22,3
2589,s-55,u-23,5
2590,s-55,u-24,2
2591,s-55,u-25,3
2592,s-55,u-26,5
2593,s-55,u-28,4
2594,s-55,u-29,7
2595,s-55,u-3,2
2596,s-55,u-30,10
2597,s-55,u-31,4
2598,s-55,u-32,2
2599,s-55,u-33,1
2600,s-55,u-35,11
2601,s-55,u-36,3
2602,s-55,u-37,1
2603,s-55,u-38,2
2604,s-55,u-4,5
2605,s-55,u-41,1
2606,s-55,u-43,4
2607,s-55,u-44,1
2608,s-55,u-45,2
2609,s-55,u-46,4
2610,s-55,u-48,2
2611,s-55,u-5,3
2612,s-55,u-51,2
2613,s-55,u-53,2
2614,s-55,u-54,3
2615,s-55,u-56,4
2616,s-55,u-57,26
2617,s-55,u-58,4
2618,s-55,u-59,5
2619,s-55,u-6,3
2620,s-55,u-60,2
2621,s-55,u-61,4
2622,s-55,u-63,7
2623,s-55,u-64,4
2624,s-55,u-65,3
2625,s-55,u-66,7
2626,s-55,u-67,5
2627,s-55,u-68,6
2628,s-55,u-69,3
2629,s-55,u-7,4
2630,s-55,u-70,11
2631,s-55,u-72,5
2632,s-55,u-74,2
2633,s-55,u-75,4
2634,s-55,u-77,9
2635,s-55,u-78,5
2636,s-55,u-79,3
2637,s-55,u-80,2
2638,s-55,u-81,3
2639,s-55,u-83,1
2640,s-55,u-9,2
2641,s-56,u-14,3
2642,s-56,u-20,1
2643,s-56,u-22,2
2644,s-56,u-29,1
2645,s-56,u-31,1
2646,s-56,u-35,1
2647,s-56,u-40,1
2648,s-56,u-46,1
2649,s-56,u-57,1
2650,s-56,u-58,1
2651,s-56,u-59,2
2652,s-56,u-65,1
2653,s-56,u-67,1
2654,s-56,u-68,1
2655,s-56,u-69,1
2656,s-56,u-74,1
2657,s-56,u-77,1
2658,s-57,User No Cluster,6
2659,s-57,u-0,19
2660,s-57,u-1,22
2661,s-57,u-10,15
2662,s-57,u-11,5
2663,s-57,u-12,14
2664,s-57,u-13,22
2665,s-57,u-14,28
2666,s-57,u-15,19
2667,s-57,u-16,5
2668,s-57,u-17,5
2669,s-57,u-18,29
2670,s-57,u-19,6
2671,s-57,u-2,40
2672,s-57,u-20,26
2673,s-57,u-21,3
2674,s-57,u-22,18
2675,s-57,u-23,20
2676,s-57,u-24,3
2677,s-57,u-25,7
2678,s-57,u-26,16
2679,s-57,u-27,2
2680,s-57,u-28,20
2681,s-57,u-29,17
2682,s-57,u-3,5
2683,s-57,u-30,37
2684,s-57,u-31,16
2685,s-57,u-32,12
2686,s-57,u-33,7
2687,s-57,u-34,3
2688,s-57,u-35,42
2689,s-57,u-36,9
2690,s-57,u-37,2
2691,s-57,u-38,17
2692,s-57,u-39,4
2693,s-57,u-4,1
2694,s-57,u-40,16
2695,s-57,u-42,6
2696,s-57,u-43,6
2697,s-57,u-44,7
2698,s-57,u-45,4
2699,s-57,u-46,12
2700,s-57,u-47,7
2701,s-57,u-48,12
2702,s-57,u-49,9
2703,s-57,u-5,6
2704,s-57,u-51,5
2705,s-57,u-52,2
2706,s-57,u-53,33
2707,s-57,u-55,7
2708,s-57,u-56,4
2709,s-57,u-57,98
2710,s-57,u-58,10
2711,s-57,u-59,27
2712,s-57,u-6,6
2713,s-57,u-60,10
2714,s-57,u-61,10
2715,s-57,u-62,6
2716,s-57,u-63,27
2717,s-57,u-64,7
2718,s-57,u-65,12
2719,s-57,u-66,6
2720,s-57,u-67,16
2721,s-57,u-68,17
2722,s-57,u-69,4
2723,s-57,u-7,8
2724,s-57,u-70,45
2725,s-57,u-71,6
2726,s-57,u-72,8
2727,s-57,u-74,8
2728,s-57,u-75,9
2729,s-57,u-76,2
2730,s-57,u-77,26
2731,s-57,u-78,23
2732,s-57,u-79,18
2733,s-57,u-8,3
2734,s-57,u-80,15
2735,s-57,u-81,14
2736,s-57,u-82,6
2737,s-57,u-83,6
2738,s-57,u-84,3
2739,s-57,u-9,7
2740,s-58,User No Cluster,2
2741,s-58,u-10,1
2742,s-58,u-12,1
2743,s-58,u-13,3
2744,s-58,u-14,3
2745,s-58,u-15,1
2746,s-58,u-17,1
2747,s-58,u-19,2
2748,s-58,u-2,1
2749,s-58,u-20,4
2750,s-58,u-22,3
2751,s-58,u-23,1
2752,s-58,u-26,1
2753,s-58,u-28,2
2754,s-58,u-3,1
2755,s-58,u-32,3
2756,s-58,u-35,2
2757,s-58,u-36,1
2758,s-58,u-38,3
2759,s-58,u-40,1
2760,s-58,u-45,1
2761,s-58,u-46,1
2762,s-58,u-48,3
2763,s-58,u-49,1
2764,s-58,u-5,2
2765,s-58,u-51,1
2766,s-58,u-53,4
2767,s-58,u-57,12
2768,s-58,u-58,1
2769,s-58,u-59,4
2770,s-58,u-63,2
2771,s-58,u-64,2
2772,s-58,u-65,2
2773,s-58,u-66,2
2774,s-58,u-67,5
2775,s-58,u-68,1
2776,s-58,u-7,1
2777,s-58,u-70,5
2778,s-58,u-71,1
2779,s-58,u-72,2
2780,s-58,u-75,1
2781,s-58,u-78,2
2782,s-58,u-80,1
2783,s-58,u-81,2
2784,s-59,u-0,1
2785,s-59,u-13,1
2786,s-59,u-15,1
2787,s-59,u-18,3
2788,s-59,u-2,5
2789,s-59,u-22,1
2790,s-59,u-26,3
2791,s-59,u-28,1
2792,s-59,u-34,1
2793,s-59,u-35,3
2794,s-59,u-47,1
2795,s-59,u-54,1
2796,s-59,u-55,1
2797,s-59,u-57,3
2798,s-59,u-58,2
2799,s-59,u-59,2
2800,s-59,u-60,2
2801,s-59,u-68,1
2802,s-59,u-70,3
2803,s-59,u-72,1
2804,s-59,u-75,2
2805,s-59,u-77,1
2806,s-59,u-78,2
2807,s-59,u-79,1
2808,s-59,u-8,1
2809,s-6,u-14,1
2810,s-6,u-15,2
2811,s-6,u-22,2
2812,s-6,u-23,1
2813,s-6,u-32,1
2814,s-6,u-34,1
2815,s-6,u-35,2
2816,s-6,u-4,1
2817,s-6,u-46,1
2818,s-6,u-52,1
2819,s-6,u-53,1
2820,s-6,u-55,1
2821,s-6,u-56,1
2822,s-6,u-57,2
2823,s-6,u-58,1
2824,s-6,u-66,2
2825,s-6,u-68,1
2826,s-6,u-7,1
2827,s-6,u-70,3
2828,s-6,u-74,1
2829,s-6,u-75,1
2830,s-6,u-83,1
2831,s-60,u-10,2
2832,s-60,u-11,1
2833,s-60,u-13,1
2834,s-60,u-15,1
2835,s-60,u-2,2
2836,s-60,u-20,3
2837,s-60,u-23,1
2838,s-60,u-30,1
2839,s-60,u-31,1
2840,s-60,u-33,1
2841,s-60,u-36,2
2842,s-60,u-46,1
2843,s-60,u-49,1
2844,s-60,u-55,1
2845,s-60,u-57,7
2846,s-60,u-64,1
2847,s-60,u-66,1
2848,s-60,u-67,1
2849,s-60,u-7,1
2850,s-60,u-70,1
2851,s-60,u-73,1
2852,s-60,u-77,1
2853,s-60,u-79,3
2854,s-60,u-81,1
2855,s-60,u-9,1
2856,s-61,User No Cluster,2
2857,s-61,u-0,9
2858,s-61,u-1,4
2859,s-61,u-10,1
2860,s-61,u-11,1
2861,s-61,u-12,1
2862,s-61,u-13,9
2863,s-61,u-14,11
2864,s-61,u-15,6
2865,s-61,u-16,2
2866,s-61,u-17,3
2867,s-61,u-18,10
2868,s-61,u-2,18
2869,s-61,u-20,16
2870,s-61,u-22,7
2871,s-61,u-23,11
2872,s-61,u-25,2
2873,s-61,u-26,10
2874,s-61,u-28,9
2875,s-61,u-29,4
2876,s-61,u-3,5
2877,s-61,u-30,20
2878,s-61,u-31,6
2879,s-61,u-32,3
2880,s-61,u-33,2
2881,s-61,u-34,1
2882,s-61,u-35,12
2883,s-61,u-36,4
2884,s-61,u-37,2
2885,s-61,u-38,5
2886,s-61,u-39,3
2887,s-61,u-4,4
2888,s-61,u-40,4
2889,s-61,u-42,8
2890,s-61,u-43,2
2891,s-61,u-44,9
2892,s-61,u-45,2
2893,s-61,u-46,6
2894,s-61,u-47,6
2895,s-61,u-48,2
2896,s-61,u-49,3
2897,s-61,u-5,6
2898,s-61,u-51,4
2899,s-61,u-52,1
2900,s-61,u-53,11
2901,s-61,u-54,2
2902,s-61,u-55,5
2903,s-61,u-56,4
2904,s-61,u-57,47
2905,s-61,u-58,6
2906,s-61,u-59,10
2907,s-61,u-6,3
2908,s-61,u-60,1
2909,s-61,u-61,2
2910,s-61,u-62,3
2911,s-61,u-63,8
2912,s-61,u-64,6
2913,s-61,u-65,2
2914,s-61,u-66,5
2915,s-61,u-67,6
2916,s-61,u-68,5
2917,s-61,u-69,2
2918,s-61,u-7,5
2919,s-61,u-70,29
2920,s-61,u-71,3
2921,s-61,u-72,6
2922,s-61,u-73,1
2923,s-61,u-74,5
2924,s-61,u-75,5
2925,s-61,u-77,14
2926,s-61,u-78,8
2927,s-61,u-79,4
2928,s-61,u-8,3
2929,s-61,u-80,8
2930,s-61,u-81,2
2931,s-61,u-82,3
2932,s-61,u-83,3
2933,s-61,u-84,1
2934,s-61,u-9,5
2935,s-62,User No Cluster,4
2936,s-62,u-0,4
2937,s-62,u-1,3
2938,s-62,u-10,3
2939,s-62,u-11,1
2940,s-62,u-12,2
2941,s-62,u-13,2
2942,s-62,u-14,3
2943,s-62,u-15,8
2944,s-62,u-17,2
2945,s-62,u-18,1
2946,s-62,u-2,6
2947,s-62,u-20,5
2948,s-62,u-21,1
2949,s-62,u-22,4
2950,s-62,u-23,5
2951,s-62,u-24,1
2952,s-62,u-25,2
2953,s-62,u-26,5
2954,s-62,u-27,2
2955,s-62,u-28,1
2956,s-62,u-29,2
2957,s-62,u-3,3
2958,s-62,u-30,9
2959,s-62,u-31,1
2960,s-62,u-32,4
2961,s-62,u-35,6
2962,s-62,u-36,1
2963,s-62,u-38,1
2964,s-62,u-39,1
2965,s-62,u-4,1
2966,s-62,u-42,1
2967,s-62,u-43,1
2968,s-62,u-44,4
2969,s-62,u-45,1
2970,s-62,u-46,1
2971,s-62,u-47,3
2972,s-62,u-48,1
2973,s-62,u-49,1
2974,s-62,u-5,2
2975,s-62,u-51,1
2976,s-62,u-52,1
2977,s-62,u-53,8
2978,s-62,u-54,2
2979,s-62,u-56,1
2980,s-62,u-57,26
2981,s-62,u-58,5
2982,s-62,u-59,5
2983,s-62,u-61,1
2984,s-62,u-62,1
2985,s-62,u-63,4
2986,s-62,u-64,3
2987,s-62,u-65,1
2988,s-62,u-66,4
2989,s-62,u-67,3
2990,s-62,u-68,6
2991,s-62,u-69,2
2992,s-62,u-7,2
2993,s-62,u-70,9
2994,s-62,u-71,3
2995,s-62,u-72,2
2996,s-62,u-73,1
2997,s-62,u-74,2
2998,s-62,u-75,2
2999,s-62,u-77,5
3000,s-62,u-78,6
3001,s-62,u-79,2
3002,s-62,u-8,1
3003,s-62,u-80,4
3004,s-62,u-82,1
3005,s-62,u-83,3
3006,s-62,u-9,3
3007,s-63,u-10,1
3008,s-63,u-13,2
3009,s-63,u-15,1
3010,s-63,u-17,1
3011,s-63,u-18,1
3012,s-63,u-20,1
3013,s-63,u-28,1
3014,s-63,u-31,1
3015,s-63,u-4,1
3016,s-63,u-46,1
3017,s-63,u-53,1
3018,s-63,u-57,1
3019,s-63,u-58,1
3020,s-63,u-67,1
3021,s-63,u-70,1
3022,s-63,u-75,1
3023,s-63,u-77,1
3024,s-63,u-80,1
3025,s-64,u-13,1
3026,s-64,u-18,1
3027,s-64,u-20,1
3028,s-64,u-23,1
3029,s-64,u-32,1
3030,s-64,u-53,2
3031,s-64,u-59,1
3032,s-64,u-6,1
3033,s-64,u-74,1
3034,s-64,u-78,1
3035,s-64,u-9,1
3036,s-65,u-14,1
3037,s-65,u-18,2
3038,s-65,u-2,3
3039,s-65,u-20,2
3040,s-65,u-21,1
3041,s-65,u-25,2
3042,s-65,u-28,1
3043,s-65,u-32,1
3044,s-65,u-35,1
3045,s-65,u-36,1
3046,s-65,u-44,2
3047,s-65,u-53,3
3048,s-65,u-57,3
3049,s-65,u-58,1
3050,s-65,u-62,1
3051,s-65,u-63,1
3052,s-65,u-70,1
3053,s-65,u-78,1
3054,s-65,u-81,1
3055,s-65,u-82,1
3056,s-66,User No Cluster,8
3057,s-66,u-0,18
3058,s-66,u-1,11
3059,s-66,u-10,8
3060,s-66,u-11,3
3061,s-66,u-12,9
3062,s-66,u-13,12
3063,s-66,u-14,26
3064,s-66,u-15,7
3065,s-66,u-16,5
3066,s-66,u-17,2
3067,s-66,u-18,17
3068,s-66,u-19,6
3069,s-66,u-2,36
3070,s-66,u-20,29
3071,s-66,u-21,1
3072,s-66,u-22,9
3073,s-66,u-23,20
3074,s-66,u-25,3
3075,s-66,u-26,13
3076,s-66,u-27,1
3077,s-66,u-28,11
3078,s-66,u-29,13
3079,s-66,u-3,8
3080,s-66,u-30,20
3081,s-66,u-31,10
3082,s-66,u-32,6
3083,s-66,u-33,5
3084,s-66,u-34,4
3085,s-66,u-35,24
3086,s-66,u-36,4
3087,s-66,u-37,4
3088,s-66,u-38,8
3089,s-66,u-39,1
3090,s-66,u-4,5
3091,s-66,u-40,10
3092,s-66,u-42,6
3093,s-66,u-43,9
3094,s-66,u-44,9
3095,s-66,u-45,5
3096,s-66,u-46,10
3097,s-66,u-47,5
3098,s-66,u-48,10
3099,s-66,u-49,3
3100,s-66,u-5,8
3101,s-66,u-51,4
3102,s-66,u-53,23
3103,s-66,u-54,6
3104,s-66,u-55,7
3105,s-66,u-56,13
3106,s-66,u-57,91
3107,s-66,u-58,8
3108,s-66,u-59,22
3109,s-66,u-6,7
3110,s-66,u-60,1
3111,s-66,u-61,2
3112,s-66,u-62,5
3113,s-66,u-63,15
3114,s-66,u-64,5
3115,s-66,u-65,6
3116,s-66,u-66,17
3117,s-66,u-67,18
3118,s-66,u-68,12
3119,s-66,u-69,6
3120,s-66,u-7,8
3121,s-66,u-70,34
3122,s-66,u-71,1
3123,s-66,u-72,13
3124,s-66,u-73,2
3125,s-66,u-74,7
3126,s-66,u-75,14
3127,s-66,u-76,1
3128,s-66,u-77,23
3129,s-66,u-78,15
3130,s-66,u-79,8
3131,s-66,u-8,3
3132,s-66,u-80,12
3133,s-66,u-81,3
3134,s-66,u-82,5
3135,s-66,u-83,11
3136,s-66,u-84,5
3137,s-66,u-9,13
3138,s-67,User No Cluster,1
3139,s-67,u-12,2
3140,s-67,u-13,2
3141,s-67,u-14,1
3142,s-67,u-15,1
3143,s-67,u-18,3
3144,s-67,u-19,3
3145,s-67,u-2,1
3146,s-67,u-20,2
3147,s-67,u-23,1
3148,s-67,u-25,1
3149,s-67,u-26,1
3150,s-67,u-28,1
3151,s-67,u-29,1
3152,s-67,u-3,1
3153,s-67,u-30,2
3154,s-67,u-31,2
3155,s-67,u-33,1
3156,s-67,u-35,2
3157,s-67,u-37,1
3158,s-67,u-40,1
3159,s-67,u-52,1
3160,s-67,u-53,1
3161,s-67,u-55,1
3162,s-67,u-57,9
3163,s-67,u-58,1
3164,s-67,u-59,2
3165,s-67,u-6,1
3166,s-67,u-62,1
3167,s-67,u-63,1
3168,s-67,u-65,1
3169,s-67,u-67,2
3170,s-67,u-70,3
3171,s-67,u-71,1
3172,s-67,u-75,2
3173,s-67,u-77,3
3174,s-67,u-78,2
3175,s-67,u-9,1
3176,s-68,u-0,1
3177,s-68,u-1,2
3178,s-68,u-10,1
3179,s-68,u-13,2
3180,s-68,u-14,2
3181,s-68,u-15,2
3182,s-68,u-16,1
3183,s-68,u-19,1
3184,s-68,u-2,1
3185,s-68,u-20,5
3186,s-68,u-22,1
3187,s-68,u-23,4
3188,s-68,u-26,3
3189,s-68,u-28,2
3190,s-68,u-30,4
3191,s-68,u-31,2
3192,s-68,u-33,1
3193,s-68,u-35,3
3194,s-68,u-37,1
3195,s-68,u-38,3
3196,s-68,u-46,1
3197,s-68,u-47,1
3198,s-68,u-48,1
3199,s-68,u-5,2
3200,s-68,u-53,4
3201,s-68,u-54,1
3202,s-68,u-56,2
3203,s-68,u-57,10
3204,s-68,u-58,3
3205,s-68,u-59,5
3206,s-68,u-6,1
3207,s-68,u-62,1
3208,s-68,u-63,3
3209,s-68,u-64,2
3210,s-68,u-65,3
3211,s-68,u-66,1
3212,s-68,u-67,5
3213,s-68,u-68,1
3214,s-68,u-7,3
3215,s-68,u-70,12
3216,s-68,u-71,3
3217,s-68,u-72,1
3218,s-68,u-73,1
3219,s-68,u-74,1
3220,s-68,u-75,2
3221,s-68,u-77,1
3222,s-68,u-78,2
3223,s-68,u-79,1
3224,s-68,u-81,2
3225,s-68,u-82,1
3226,s-68,u-9,2
3227,s-69,u-1,3
3228,s-69,u-11,2
3229,s-69,u-13,3
3230,s-69,u-14,6
3231,s-69,u-16,2
3232,s-69,u-18,2
3233,s-69,u-2,4
3234,s-69,u-20,2
3235,s-69,u-21,1
3236,s-69,u-23,1
3237,s-69,u-26,1
3238,s-69,u-28,2
3239,s-69,u-29,1
3240,s-69,u-3,1
3241,s-69,u-31,2
3242,s-69,u-35,1
3243,s-69,u-37,1
3244,s-69,u-39,1
3245,s-69,u-40,2
3246,s-69,u-42,2
3247,s-69,u-43,1
3248,s-69,u-44,1
3249,s-69,u-45,1
3250,s-69,u-48,1
3251,s-69,u-49,2
3252,s-69,u-53,1
3253,s-69,u-56,2
3254,s-69,u-57,12
3255,s-69,u-59,3
3256,s-69,u-6,3
3257,s-69,u-62,1
3258,s-69,u-66,1
3259,s-69,u-67,1
3260,s-69,u-68,1
3261,s-69,u-69,2
3262,s-69,u-70,3
3263,s-69,u-72,2
3264,s-69,u-74,1
3265,s-69,u-77,6
3266,s-69,u-78,4
3267,s-69,u-82,1
3268,s-69,u-9,2
3269,s-7,u-0,3
3270,s-7,u-1,2
3271,s-7,u-10,3
3272,s-7,u-12,2
3273,s-7,u-13,5
3274,s-7,u-14,3
3275,s-7,u-16,2
3276,s-7,u-18,2
3277,s-7,u-2,11
3278,s-7,u-20,7
3279,s-7,u-22,4
3280,s-7,u-23,7
3281,s-7,u-25,1
