,utterenaces
s-38,"['there are no nightclubs in the west would another area work for you', 'certainly the number is 01223902158 and the postcode is cb17dy', 'i m sorry could you please repeat your request there seems to be an error', 'booking was successful reference number is z108abs3 can i help you with anything else', 'i have booked the el shaddai for 8 people for 5 nights starting on friday the reference number is bx3x2xz1', 'booking was successful at the aylesbray lodge guest house the reference number is 8lnx4eqo', 'and where are you bound', 'sure it is a 4 star guesthouse located at 82 arbury road do you need me to book a room for you', 'it was my pleasure to assist you please contact us again soon have a great day', 'what day will you be checking in']"
s-39,"['what is the address for this hospital', 'unfortunately there are nt any concerthalls in the south is there anything else you would like', 'thank you for being so informative i have two trains available both will get you there before 0815 one leaves at 0521 and the other at 0771 which do you prefer', 'both options are 1280 pounds would you like to book one of these options', 'yes travel is exactly 49 minutes', 'i m sorry you mentioned that earlier i ve got your taxi booked it will be a red tesla the contact number is 07760358173 is there anything else i can help you with', 'the travel time of that train is 79 minutes', 'do you have a time you would like to travel', 'there are 14 expensive indian restaurants in the city do you have a preference of location', 'i have booked you 2 tickets']"
s-40,"['which side of town and what is the price range', 'booking was successful your reference number is tiq96s2r can i help you with anything else', 'i m showing several guesthouses and two hotels in the north area and all have internet and parking would you prefer a guesthouse or hotel', 'huntingdon marriott hotel and university arms hotel are both 4star rated hotels would you prefer the west or the center area of town', 'how about the el shaddai it s at 41 warkworth street and it s cheap', 'you re welcome have a great time', 'thank you for using our service today', 'where are you leaving from', 'ok you re booked on tr7062 leaving at 1640 and arriving by 1708 reference number 1msvtp4g the price will be 1010 at the station can i help you with anything else', 'did you have a price range in mind']"
s-41,"['i was not able to book for that date or for that stay would you like to try a different date or number of days', 'yes do you have a preference for the hotel s area or price range', 'can i help you with anything else today', 'in the wast i have huntingdon marriott hotel and the cambridge belfry', 'do you have an area of town you prefer', 'they are in the expensive price range and postcode is cb21ad', 'nusha is entertainment in the south and their address is unit g6 cambridge leisure park clifton road can i help you with anything else', 'great thank you for using our system', 'there are several colleges and museums you can visit would you like a recommendation for both', 'i have two expensive mediterranean restaurants in the center may i recommend shiraz restaurant for you']"
s-42,"['the booking was successful the total fee is 99 gbp payable at the station the reference number is lnkduqpe', 'great the reference number is zfgsw8hu do you need help with anything else', 'unfortunately there are no 4 star hotels located in the east at all if you like i can either search a different area or search 3 star hotels', 'the cambridge belfry is a cheap hotel the address is back lane cambourne and the phone number is cb236bw', 'i m not sure what the entrance fee is but i could give you their phone number', 'i can definitely help with that i have two different entertainment venues in the south one is nusha and the other is tenpin does either sound interesting', 'ok have a great day', 'booking was successful the total fee is 176 gbp payable at the station reference number is uk9225hy is there anything else i can do for you today', 'a and b guest house is in the the moderate price range it is on 124 tenison road would you like me to book it', 'i m sorry we do nt have any rooms available there on thursday would you like to try a different hotel']"
s-43,"['have a great day', 'you re welcome have a nice stay in cambridge goodbye', 'i have confirmed there are no international options do you want to stick with nandos or run another search', 'okay you re all set reference number is i198ldz3', 'i m sorry for not including it the reference number for the restaurant reservation is pvw7zm8y can i help with anything else', 'it does not appear there are any restaurants serving afghan food', 'you re very welcome i m glad i could help have a wonderful trip goodbye', 'i have 9 available but there are no hotels only guesthouses is that okay', 'absolutely it looks like this is a 47 minute ride what day and time are you looking to depart', 'no i am sorry no rooms available then is there anything else i can assist you with how about a hotel instead']"
s-44,"['yes the restaurant name is thanh binh the phone number is 01223 362456 the address is 17 magdalene street city centre', 'certainly it is a museum on a went side of town with free admission they can be reached at 01223295264 can i help with anything else', 'you are quite welcome have a good day', 'how many tickets do you need', 'we have british indian or italian to choose from in that category do you have a preference', 'thank you have a nice day goodbye', 'enjoy your visit to cambridge and gave a good day', 'you re welcome have a great day', 'no problem have a great day', 'i have booked your ticket the reference number is ectzffr5 is there anything else i can do for you']"
s-45,"['could you please provide me with your destination site and your departure time and arrival', 'the travel time of the 521 is 49 minutes arriving at 610 train id is tr2515 and the price is 1280 pounds how many tickets', 'great shall il go ahead and book you then', 'rosa s bed and breakfast post code is cb22ha', 'thank you for using the cambridge towninfo centre goodbye for now', 'the train id for the departure at 2121 is tr9016 and the trainid that departs at 2312 is tr6387 would you like me to book on of these for you', 'your welcome i m glad i could help', 'what area of cambridge will you be staying in we have multiple hotels to choose from', 'okay i have booked your train for 6 people with a total fee of 588 gbp payable at the station your reference number is rtp2bqmf', 'it looks as though they have only booked you for one ticket i m sorry']"
s-46,"['the lensfield hotel is in the south it is a 3 star hotel would you like me to book it for you', 'welcome again next timeenjoy the journey', 'what day and time would you like to travel', 'you re welcome have a great time', 'charlie chan is a nice place i will book it for you', 'i have a train that arrives by 1158 may i book it for you', 'the postcode is cb11jg', 'thank you you too', 'i ll be happy to help with that where would you like to depart from and where would you like to go', 'your booking was successful the total fee is 1432 gbp payable at the station your reference number is 4yat8pvp']"
s-47,"['i have about 5 different options available for you which type of cuisine i have indian gastropub chinese and british', 'your booking was successful the total fee is 10024 gbp payable at the station the train departs at 2132 your reference is uzfw2taq is there anything else', 'we will have to know which hotel you are staying at first before booking a taxi', 'do nt mention it i hope you guys have a blast', 'i was able to book that for you the reference number is vkrsafbu', 'you are set the total fee is 352 gbp payable at the station your reference number is wvjc995l may i help with anything else', 'no sorry would you like to try searching for a different location or cuisine', 'okay the ashley hotel is in the north can i book that for you', 'i tried again but there may be some technical difficultynone of the reservations i ve tried are working i tried for every time between your requests can i help with anything else', 'glad i could help']"
s-48,"['your booking is complete it will be a red honda the taxi contact number is 07850259093', 'the postcode is cb11ln is there anything else i can assist you with today', 'there are over 1000 trains coming to cambridge is there a particular day time or point of departure that you re interested in', 'booking was successful train id tr5903 the total fee is 3779 gbp payable at the station reference number is uq3wnx7b', 'the parkside police station is located at parkside cambridge cb11jg', 'i have train tr5056 that departs at 1932 and arrives by 2032 would that be something that would work for you', 'ah yes your reference number is d7rn1kyw is there anything else i can do for you', 'i have many trains available what is your destination and day you would like to travel', 'i have two options the huntingdon marriott hotel or the university arms hotel do you prefer one over the other', 'sorry not in the centre should i check another area']"
s-49,"['sure your room is booked and your reference number is usb3qcdt is there anything else i can do for you', 'how about the ashley hotel it is on the north side of town has 2 stars free wifi and parking and is moderately priced', 'thank you if you need anything else do nt hesitate to contact me again', 'yes it is rated 4 stars', 'i have many listings could i get what star rating to would preferred', 'i have three 3star guesthouse type hotels in cambridge they are in the south north and west areas which do you prefer', 'thank you for choosing cambridge towninfo centre have a wonderful day', 'i d recommend cineworld cinema would you like more information on it', 'the cherry hinton village centre is a multiple sports venue i m sorry but i do nt have the entrance fee is there anything else that i can help you with', 'you will be riding in a grey audi and the contact number is 07939088518']"
s-50,"['there are a few museums in the west side of town i highly recommend checking out the cafe jello gallery if you ve got the time', 'there is no entrance fee for the people s portraits exhibition at girton college', 'you room reservation is all set reference number is hjq7za48 can i help with anything else today', 'no i am afraid i have no listing for one would you like to try another area or pricerange', 'i am sorry to hear of your injury addenbrookes hospital is a fine facility at hills rd cambridge', 'of course i m sorry i did nt mean to drag it out i hope that wo nt discourage you from contacting us again if you need help with anything', 'there is a lebanese restaurant in the centre of town called ali baba would you like their address', 'oh that definitely worked i have booked you in and your reference number is kvjnzbg6', 'their address is quayside off bridge street and their phone number is 01223 307030', 'your room has been booked your reference number is jxkuvl9y']"
s-51,"['okay your booking was successful the reference number is 6wm7sewy can i help with anything else today', 'avalon is not on the west side of town', 'the train id is tr5219 and it leaves london kings on friday', 'my favorite is the cambridge contemporary art museum and their phone number is 01223324222 and the post code is cb21su admission is free when would you like a hotel', 'in that case i would suggest the worth house', 'i was able to book you your reference number is hor1cr41 any other questions today', 'thank you for contacting cambridge towninfo centre i hope you enjoy your train ride and dinner', 'is there a certain time you want to leave after or arrive by', 'yes mam the address is parkside cambridge with a postcode of cb11jgthe phone number is 01223358966 would you like any more info', 'the train id is tr8685']"
s-52,"['okay let us know if you need anything else', 'i d be happy to help you find something are you looking for something in town centre there are cinemas colleges concert halls just to name a few', 'they are two do you need the cheap or expensive one', 'when will you be arriving and how many rooms', 'alright you re booked for 1245 your reference number is dxmy5v92', 'the reservation was successful the table will be reserved for 15 minutes and your reference number is 42armodj anything else', 'okay where are you departing from', 'i have 4 results that match your request what area are you looking to stay in', 'there are 9 trains matching your query shall i book one', 'gonville hotel is in the centre area']"
s-53,"['all saints church has some stunning architecture and is located in the centre it s also free to visit', 'sure thing what type of cuisine are you looking for what area of town andor what type of price range', 'most are free but corpus christi has a 2 pound fee saint john s has a 250 pound fee and trinity has a 1 pound fee', 'there are no colleges in the north however christ s college in the centre is nice with no entrance fee would you like the address', 'the entrance fee is free', 'you re welcome what is you destination', 'certainly the post code is cb42je and their phone number is 01223364319 what else can i help you with', 'pipasha restaurant fits all of your criteria would you like to book a stay', 'we have 2 hotels and 12 guesthouses across town that fit your price and have parking do you prefer a specific type of place or area of town', 'do you need any further assistance']"
s-54,"['there s nothing matching that do you have any other criteria', 'where to and from and what time will you need the taxi', 'we have 19 that match your search now do you have any other preferences', 'gourmet burger kitchen serve north american food do you want me to book a table', 'the post code for gourmet burger kitchen is cb21ab can i help you with anything else today', 'okay what day would you like to travel', 'you are quite welcome have a good day', 'i ll be glad to find you a place first is there an area or price range you recommend', 'well what area are you interested in', 'have a nice day']"
s-55,"['okay i ve booked you a table at the golden curry for 6 on friday at 1215 refeence number 1oucjvyh is there anything else', 'sure for how many nights will you be staying', 'i have booked that taxi for you be expecting a grey toyota should you need to contact the taxi company you can call 07048450899', 'i would like to recommend all saints church on jesus lane', 'i apologize for the earlier confusion we do have trains leaving every two hours starting at 0939 until 0107am which time works for you', 'i sure can darry s cookhouse is an expensive modern european restaurant in the center of town they are located at 40270 king street city centre can i make you a reservation by chance', 'no both of those hotels have 2 star ratings and are located in the north part of town do you want a 4 star hotel somewhere else', 'i recommend the eraina the address is on free school lane city centre cb23rh the phone number is 01223368786', 'booking was successful the table will be reserved for 15 minutes reference number is lbsszorn what else can i help you with today', 'would you know the name of the musem']"
s-56,"['i have completed your booking the car type is a white volkswagen and the contact number is 07027624842', 'there are 5 places all in the east south and west which of those areas would you prefer', 'tr2420 leaves at 1500 would you like me to book it for you', 'the price for that ticket is 1010 pounds would you like me to book it for you', 'certainly their postcode is cb20qq', 'your booking for 4 at don pasquale pizzeria is complete here is your reference number dpmrytrl how else may i assist you today', 'yes of course how many tickets would you like booked', 'we have many hotels that fit your needs is there a specific area you re looking at', 'from where to where', 'you are very welcome have a great day']"
s-57,"['the telephone number is 01223217712', 'sure for how many people on what day and time', 'yes the arrival time is 1727', 'you re welcome is there anything else i can help you with today', 'absolutely its an asian oriental restaurant listed as cheap price range located in the centre area would you like me to book a table for you', 'you are welcome to use our services anytime', 'you are set i have made you a reservation at the limehouse for friday night', 'i have booked a table for 3 at 1130 your reference number is our3l525 can i help with anything else', 'all of them are in the centre two are in the cheap price range and two are expensive would any of those suit', 'sure when would you like to leavearrive']"
s-58,"['there is thanh binh in the west area at 17 magdalene street city centre phone number is 01223 362456', 'the cambridge punter is located at 251a chesterton road would that fit the bill', 'we have quite a few in the north when are you planning your stay', 'sure where are you departing from', 'how many people what time and day please', 'well there are 12 guesthouses and 2 hotels in town that fit your criteria they all offer free wifi do you have a price range in mind or a star rating', 'do you have any other constraints such as location or price range', 'does the gonville hotel work', 'not at this time could i just have the phone number of an expensive italian restaurant', 'great i was able to get your table reference number is 41szjzmv make sure you arrive on time they will only hold the table for 15 minutes']"
s-59,"['you are welcome can i help you with anything else today', 'unfortunately we do nt have any attractions that match that description could you like to explore other areas', 'i recommend castle galleries located at unit su43 grande arcade saint andrews street their phone number is 01223307402 is there anything else i can help you with', 'i have 4 results for a moderate 3 star guesthouse what area are you looking to stay in', 'the centre is very popular is there a certain kind of attraction you are interested in', 'the address is 30 bridge street city centre', 'sure i booked a blue ford that will pick you up at the fez club at 1745 contact number 07305507614 can i be of further assistance', 'the post code is cb41er', 'i booked the taxi for you it s a black honda and the contact number is 07690147877 will that be all', 'there are ten trains departing from cambridge and arriving in london kings cross on wednesday do you need to arrive by a certain time']"
s-60,"['thanks for using the cambridge towninfo centre', 'thank you and enjoy your stay goodbye', 'you re welcome have a great day', 'the ruskin gallery is in the centre area and the phone number is 01245493131 would you like the address', 'i recommend cambridge lodge restaurant it s located in the west would you like more information on it', 'your welcome good bye', 'thank you for using the cambridge town info service enjoy your time in cambridge', 'the address is 529 newmarket road fen ditton the postcode is cb 5 8 pa and the phone number is 01223 248882', 'the postcode is cb20qq', 'sure do you have a food preference i see chinese french european and asian oriental']"
s-61,"['yes the alexander offers those el shaddai gonville hotel or the university arms hotel all do as well if those sound more appealing can i book you a room', 'booking completed booked car type black volkswagen contact number 07559655717 can i help you with anything else today', 'no problem a red ford will pick you up from the park contact number 07109413810 can i help with anything else', 'bloomsbury restaurant is located at crowne plaza hotel 20 downing street and their phone number is 0871 942 9180 may i help you with anything else', 'there are churches colleges and museums', 'the postcode is cb23bj can i help you with anything else', 'yes it is booked may i help you with anything else today', 'you re all set your reference number is qmy8na1t do you need anything else', 'great thank you for contacting cambridge towninfo centre', 'sure there is no entrance fee to byard art is there anything else i can help you with today']"
s-62,"['thank you sir i was starting to think this was a prank you are set your reference number is ynz558e6 can i help with anything else', 'okay i have found 6 what area of town would you like to dine in', 'you are very welcome have a great day', 'would you like me to make you a reservation at the jinling noodle bar', 'alright sounds good i look forward to your call', 'here is the address parkside cambridge cb11jg anything else', 'cherry hinton water play park in the east is an excellent place to keep cool on hot summer days would you like the address', 'tr7855 will arrive at 2055 if that works for you', 'how many people will be dining', 'no it does not']"
s-63,"['thank you for using our services', 'the first train after 1615 tr8824 leaves at 1759 shall i book it for you', 'what price range and area of town are you looking for', 'it departs at 1421 from cambridge', 'you re welcome have a great day', 'yes the train leaves at 1054 i would recommend rice house at 88 mill road city centre would you like to make a reservation', 'rice house is a good place shall i book it', 'thank you tr2153 will depart cambridge at 1729 on tuesday arriving at bishops stortford at 1807 will that work', 'the total travel time on that route is 47 minutes the cost per ticket is 784 pounds would you like me to book you a ticket', 'happy to help have a pleasant day']"
s-64,"['it will leave at 0521', 'the earliest train leaving after 1700 on friday leaves at 1711 would you like me to book this train for you', 'have a nice day', 'the phone number for old schools is 01223332320', 'the cambridge belfry is located at back lane cambourne cb236bw can i help you with anything else today', 'unfortunately bookings are not avialable but the phone is 01223902091 and the price is unavailable what time would you like the taxi for', 'i have good news i was able to book you into the acorn guesthouse and your reference number is dt4envmj', 'and what is your destination', 'your booking was successful your reference number is 1fnjflcy', 'thank you for using our services']"
s-65,"['okay i found cambridge artworks on 5 greens road in the east would you like anymore information', 'the oak bistro is an amazing british restaurant in the centre', 'thank you for using this system', 'so sorry that was unsuccessful would another day or time work', 'there are several may i suggest castle galleries and there is no entrance fee is there anything else i can assist you with today', 'no problem glad you could help', 'so you want a train to and from cambridge can you please clarify and also give a day', 'i recommend clare hall in the west their phone number is 01223332360 anything else i can help with', 'i would recommend acorn guest house would you like a reservation', 'yes does it matter what part of town there is one on the south one on the north and one on the west']"
s-66,"['i recommend rosa s bed and breakfast could i book a stay for you', 'okay i ve booked for you a yellow skoda the contact number is 07314173329', 'i would be happy to help with your request what is your destination', 'you are more than welcome', 'i m happy to book that for you i just need to know how many nights you ll be staying also how many people', 'thank you for using are service and let us know if you have any future needs', 'there are daily departures from cambridge at 0706 that arrive in petersborough at 0756 which day were you planning to travel', 'what time do you need to depart and on what day', 'alright perfect how many people will need tickets', 'sure the address is grafton hotel 619 newmarket road fen ditton and the post code is cb58pa can i do anything else for you today']"
s-67,"['i have 10 places matching your request what part of town would you prefer', 'unfortunately that did nt work do you want to shorten your trip', 'absolutely the only hotel in the south is expensive is that okay', 'on what day are you traveling', 'a blue honda will pick you up at little saint mary s church at 0330 and take you to kirkwood house you can reach the driver at 07663499793', 'would you like the attraction in the same area as the guesthouse', 'the whipple museum of the history of science is fascinating and it is free the address is free school lane do you need more information', 'thank you good bye', 'the post code for the police station is cb11jg', 'it s located at hills rd postcode is cb20qq do you need more information']"
s-68,"['did you have a preference for the area', 'thank you for using the cambridge towninfo centre goodbye', 'it is located in the north part of town', 'i am sorry the allenbell does not have that available would you like to book another day or try a shorter stay', 'you re welcome have a good day', 'i recommend great saint mary s church its postcode is cb23pq and the entrance fee is 2 pounds', 'i found tr8610 leaving at 1735 would that work for you', 'the police station is located at parkside cambridge cb11jg the phone number is 01223358966', 'booked car type grey volkswagen contact number 07826530117', 'there is no entrance fee listed i can give you their phone number if you would like']"
s-69,"['camboats is a great place in the east do you need their number', 'you are welcome enjoy your stay in cambridge good bye', 'sorry i need to narrow down the 133 trains from broxbourne to cambridge first what day do you want to leave', 'unfortunately i m unable to find any four star hotels without internet what about a three star instead', 'you are very welcome please let us know if we can be of further assistance', 'contact number is 07270553802', 'what is your destination please', 'the acorn house is moderately priced 4 stars and in the north', 'unfortunately none of those places exist here any other preferences', 'nothing in the west another area']"
s-70,"['the telephone for the paediatric clinic at addenbrookes hospital is 01223348313 the hospital address is hills rd cambridge postcode cb20qq', 'sure thing where will you be departing from', 'the price is 1432 pounds per person', 'there are 325 matches for your search would you like to narrow down your selection by specifying a departure site or destination', 'the reference number is nmezyuqt can i help you with anything else', 'the price of the train is 1660 pounds', 'sure your reference number is 536sv8lh is there anything else i can help you with', 'your reservation at the saffron brasserie for this friday at 1515 for 8 people was successful your reference number is q3ifex40', 'you are all set your taxi would be a red lexus and you can contact them at 07614169632 is there anything else i can help', 'there are no restaurants that fit your desired criteria is there another cuisine type or price range']"
s-71,"['there is one place available called the nandos would you like for me to book a table', 'absolutely do you have a particular arrival or departure time in mind today', 'tr9545 arrives at 1338 on wednesday would you like me to book it for you', 'you re welcome have a great day', 'it has been a pleasure thanks for using our service good day sir', 'i m sorry i have no 2 star hotels in the center of town however i have some in other parts of town would you care to modify your search criteria', 'would train tr5767 work it leavees at 0500', 'you re welcome have a great day', 'i got a table at efes instead for you your reference number is 2j5aemri is there anything else', 'sure should i book for 6 people']"
